IAI(id) towaru,Kod producenta (ten z produktu prawdziwy),Opis Polski,Opis Niemiecki
zooart-22628-0,8606014102789,"Farmina Vet Life Canine Convalescence 300g Skład

Filet z kurczaka
Batat
Hydrolizowane białko rybne
Ryba (sardynka, tuńczyk)
Płynne żółtko jaj
Nasiona komosy ryżowej ekstrahowane
Olej z ryb
Tłuszcz z kurczaka
Siemię lniane
Fosforan dwuwapniowy
Węglan wapnia
Chlorek potasu
Inulina z cykorii (0.15%)
Ekstrakt z drożdży (źródło mannooligosacharydów)
Włókno grochu
Chlorek sodu
Suszone drożdże piwne
Glukozamina
Siarczan chondroityny
Analiza Składu

Białko surowe 11.60%
Tłuszcz surowy 5.70%
Włókno surowe 0.24%
Popiół surowy 3.40%
Wilgotność 73.00%
Wapń 0.40%
Fosfor 0.25%
Kwasy tłuszczowe Omega-3 0.10%
Kwasy tłuszczowe Omega-6 0.70%
EPA 0.03%
DHA 0.04%
Dodatki Na 1kg

Witamina A (3a672b) 5140JM
Witamina D3 (E671) 310JM
Witamina E (3a700) 200mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 50.4mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 19.4mg
Żelazo [glicynowy chelat żelaza(II) hydrat] (3b108) 12.3mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 3.4mg
Selen (drożdże inaktywowane wzbogacone selenem) 0.0418mg
Jod (bezwodny jodan wapnia) 0.46mg
Tauryna 1000mg
Wyciąg z zielonej herbaty 30mg
Dawkowanie

Dog weight (kg)	2	5	10	15	20	25	30	35	40	50
RDA (g)	150	300	500	680	845	1000	1140	1285	1420	1680",
zooart-22630-0,8606014102796,"Farmina Vet Life Canine Gastrointestinal 300g Skład

Ryż
Batat
Dehydratyzowane białko z kurczaka
Owies zwyczajny
Tłuszcz z kurczaka
Suszone jaja
Odwodnione białko rybne
Wysłodki buraczane suszone
Olej z ryb
Białko rybne hydrolizowane
Chlorek potasu
Inulina (0,6%)
Fructooligosacharydy (0,4%)
Ekstrakt drożdżowy (Źródło manno-oligo-sacharydów) (0,4%)
Węglan wapnia
Chlorek sodu
Analiza Składu

Białko surowe 23,00%
Tłuszcz surow 10,50%
Włókno surowe 1,30%
Popiół surowy 6,50%
Wapń 0,90%
Fosfor 0,60%
Sód 0,40%
Potas 0,90%
Magnez 0,095%
Kwasy tłuszczowe Omega-3 0,40%
Kwasy tłuszczowe Omega-6 1,90%
EPA 0,10%
DHA 0,15%
Dodatki Na 1kg

Witamina A (3a672b) 4290JM
Witamina D3 (E671) 260JM
Witamina E (3a700) 170mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 50.4mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 19.4mg
Żelazo [glicynowy chelat żelaza(II) hydrat] (3b108) 12.3mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 3.4mg
Selen (drożdże inaktywowane wzbogacone selenem) 0.0418mg
Jod (bezwodny jodan wapnia) 0.46mg
Tauryna 600mg
Wyciąg z zielonej herbaty 30mg
Dawkowanie

Dog weight (kg)	2	5	10	15	20	25	30	35	40	50
RDA (g)	140	280	465	630	785	930	930	1065	1320	1560",
zooart-22635-0,8606014102802,"Farmina Vet Life Canine Hypoallergenic Duck&Potato 300g Skład

Filet z kaczki (40%)
Batat (12%)
Hydrolizowane białko rybne
Nasiona komosy ryżowej ekstrahowane
Olej z ryb
Węglan wapnia
Fosforan dwuwapniowy
Celuloza sproszkowana
Chlorek potasu
Analiza Składu

Białko surowe 9.50%
Tłuszcz surowy 8.40%
Włókno surowe 0.20%
Popiół surowy 2.30%
Wilgotność 76.00%
Wapń 0.18%
Fosfor 0.11%
Kwasy tłuszczowe Omega-6 1.50%
Kwasy tłuszczowe Omega-3 0.20%
EPA 0.06%
DHA 0.08%
Dodatki Na 1kg

Witamina A (3a672b) 3400JM
Witamina D3 (E671) 200JM
Witamina E (3a700) 34mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 39.6mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 15.3mg
Żelazo [glicynowy chelat żelaza(II) hydrat] (3b108) 9.8mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 2.7mg
Selen (drożdże inaktywowane wzbogacone selenem) 0.033mg
Jod (bezwodny jodan wapnia) 0.33mg
Tauryna 1000mg
Dawkowanie

Dog weight (kg)	2	5	10	15	20	25	30	35	40	50
RDA (g)	135	270	455	615	760	900	1035	1160	1280	1515",
zooart-22637-0,8606014102819,"Farmina Vet Life Canine Hypoallergenic Fish&Potato 300g Skład

Ryba (filet z pstrąga, sardynka) (28%)
Batat (12%)
Hydrolizowane białko rybne
Nasiona komosy ryżowej ekstrahowane
Olej z ryb
Węglan wapnia
Fosforan dwuwapniowy
Celuloza sproszkowana
Chlorek potasu
Analiza Składu

Białko surowe 9.50%
Tłuszcz surowy 5.70%
Włókno surowe 0.20%
Popiół surowy 2.50%
Wilgotność 78.00%
Wapń 0.22%
Fosfor 0.17%
Kwasy tłuszczowe Omega-6 0.20%
Kwasy tłuszczowe Omega-3 0.90%
EPA 0.25%
DHA 0.40%
Dodatki Na 1kg

Witamina A (3a672b) 3400JM
Witamina D3 (E671) 200JM
Witamina E (3a700) 34mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 39.6mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 15.3mg
Żelazo [glicynowy chelat żelaza(II) hydrat] (3b108) 9.8mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 2.7mg
Selen (drożdże inaktywowane wzbogacone selenem) 0.033mg
Jod (bezwodny jodan wapnia) 0.33mg
Tauryna 1000mg
Dawkowanie

Dog weight (kg)	2	5	10	15	20	25	30	35	40	50
RDA (g)	165	325	550	740	920	1090	1245	1400	1550	1830",
zooart-22638-0,8606014102826,"Farmina Vet Life Canine Renal 300g Skład

Filet z kurczaka
Batat
Hydrolizowane białko rybne
Olej z ryb
Wątroba z kurczaka
Ryba (sardynka)
Tłuszcz z kurczaka
Nasiona komosy ryżowej ekstrahowane
Płynne żółtko jaj
Węglan wapnia
Włókno grochu
Fruktooligosacharydy
Chlorek potasu
Chlorek sodu
Łuski i nasiona babki płesznik
Yucca schidigera
Suszone drożdże piwne
Glukozamina
Analiza Składu

Białko surowe 6.80%
Tłuszcz surowy 7.80%
Włókno surowe 0.18%
Popiół surowy 1.90%
Wilgotność 71.00%
Wapń 0.20%
Fosfor 0.09%
Sód 0.09%
Potas 0.15%
Kwasy tłuszczowe Omega-3 0.15%
Kwasy tłuszczowe Omega-6 1.00%
EPA 0.05%
DHA 0.06%
Substancje alkalizujące mocz cytrynian potasu (E332) (2g/kg)
Dodatki Na 1kg

Witamina A (3a672b) 4500JM
Witamina D3 (E671) 270JM
Witamina E (3a700) 180mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 52.2mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 20.4mg
Żelazo [glicynowy chelat żelaza(II) hydrat] (3b108) 13mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 1.4mg
Selen (drożdże inaktywowane wzbogacone selenem) 0.04620mg
Jod (bezwodny jodan wapnia) 0.46mg
Tauryna 1000mg
Cytrynian potasu (E332) 2000mg
Dawkowanie

Dog weight (kg)	2	5	10	15	20	25	30	35	40	50
RDA (g)	120	240	400	540	675	795	915	1025	1135	1340",
zooart-22634-0,8606014102833,"Farmina Vet Life Canine Struvite 300g Skład

Filet z kurczaka
Hydrolizowane białko rybne
Płynne żółtko jaj
Batat
Wątroba z kurczaka
Ryba (sardynka, tuńczyk)
Nasiona komosy ryżowej ekstrahowane
Tłuszcz z kurczaka
Olej z ryb
Siemię lniane
Chlorek potasu
Chlorek sodu
Siarczan wapnia
Dwuwodny
Fruktooligosacharydy
Ekstrakt z drożdży (źródło mannooligosacharydów)
Suszone drożdże piwne
Analiza Składu

Białko surowe 9.70%
Tłuszcz surowy 4.60%
Włókno surowe 0.30%
Popiół surowy 1.90%
Wilgotność 76.00%
Wapń 0.10%
Fosfor 0.09%
Sód 0.20%
Potas 0.22%
Magnez 0.019%
Chlorki 0.40%
Siarka 0.10%
Tauryna 0.12%
Substancje zakwaszające mocz: siarczan wapnia, dwuwodny (3g/kg)
Dodatki Na 1kg

Witamina A (3a672b) 3800JM
Witamina D3 (E671) 150JM
Witamina E (3a700) 150mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 43.2mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 17mg
Żelazo [glicynowy chelat żelaza(II) hydrat] (3b108) 11.7mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 2mg
Selen (drożdże inaktywowane wzbogacone selenem) 0.00374mg
Jod (bezwodny jodan wapnia) 0.39mg
DL-metionina, czysta technicznie 1750mg
Tauryna 1000mg
Dawkowanie

Dog weight (kg)	2	5	10	15	20	25	30	35	40	50
RDA (g)	150	315	430	715	890	1050	1200	1350	1490	1760",
zooart-22688-0,8606014102840,"Farmina Vet Life Feline Convalescence 85g Skład

Filet z kurczaka
Hydrolizowane białko rybne
Wątroba z kurczaka
Batat
Ryba (sardynka, tuńczyk)
Tłuszcz z kurczaka
Olej z ryb
Nasiona komosy ryżowej ekstrahowane
Płynne żółtko jaj
Węglan wapnia
Siemię lniane
Chlorek potasu
Siarczan wapnia dwuwodny
Chlorek sodu
Inulina z cykorii (0.10%)
Ekstrakt z drożdży (źródło mannooligosacharydów)
Włókno grochu
Suszone drożdże piwne
Glukozamina
Siarczan chondroityny
Yucca schidigera
Analiza Składu

Białko surowe 14.00%
Tłuszcz surowy 7.00%
Włókno surowe 0.25%
Popiół surowy 3.00%
Wilgotność 69.00%
Wapń 0.25%
Fosfor 0.20%
Kwasy tłuszczowe Omega-3 0.12%
Kwasy tłuszczowe Omega-6 0.90%
EPA 0.04%
DHA 0.05%
Dodatki Na 1kg

Witamina A (3a672b) 4300JM
Witamina D3 (E671) 470JM
Witamina E (3a700) 260mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 43.2mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 21.8mg
Żelazo [glicynowy chelat żelaza (II) hydrat] (3b108) 3.9mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 3.6mg
Jod (bezwodny jodan wapnia) (3b202) 0.52mg
Tauryna (3a370) 1800mg
Wyciąg z zielonej herbaty 50mg
Celuloza sproszkowana 1000mg
Dawkowanie

Cat weight (kg)	2	2,5	3	3,5	4	4,5	5	5,5	6	6,5
RDA (g)	115	130	150	160	180	195	210	220	235	250",
zooart-22686-0,8606014102857,"Farmina Vet Life Feline Gastrointestinal 85g Skład

Filet z kurczaka
Batat
Hydrolizowane białko rybne
Wątroba z kurczaka
Olej z ryb
Ryba (sardynka)
Tłuszcz z kurczaka
Nasiona komosy ryżowej ekstrahowane
Węglan wapnia
Chlorek potasu
Siarczan wapnia
Dwuwodny
Fruktooligosacharydy (0.15%)
Ekstrakt z drożdży (źródło mannooligosacharydów) (0.10%)
Chlorek sodu
Włókno grochu
Yucca schidigera
Suszone drożdże piwne
Analiza Składu

Białko surowe 9.40%
Tłuszcz surowy 5.70%
Włókno surowe 0.40%
Popiół surowy 2.60%
Wilgotność 72.00%
Wapń 0.22%
Fosfor 0.18%
Sód 0.16%
Potas 0.35%
Dodatki Na 1kg

Witamina A (3a672b) 6600JM
Witamina D3 (E671) 450JM
Witamina E (3a700) 180mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 39.6mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 19.7mg
Żelazo [glicynowy chelat żelaza (II) hydrat] (3b108) 13mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 3.2mg
Jod (bezwodny jodan wapnia) (3b202) 0.46mg
Tauryna (3a370) 1250mg
Celuloza sproszkowana 1500mg
Dawkowanie

Cat weight (kg)	2	2,5	3	3,5	4	4,5	5	5,5	6	6,5
RDA (g)	130	150	170	190	210	225	240	255	270	285",
zooart-22685-0,8606014102864,"Farmina Vet Life Feline Renal 85g Skład

Filet z kurczaka
Batat
Hydrolizowane białko rybne
Olej z ryb
Wątroba z kurczaka
Ryba (sardynka)
Tłuszcz z kurczaka
Nasiona komosy ryżowej ekstrahowane
Płynne żółtko jaj
Węglan wapnia
Włókno grochu
Fruktooligosacharydy
Chlorek potasu
Chlorek sodu
Łuski i nasiona babki płesznik
Siarczan wapnia dwuwodny
Yucca schidigera
Suszone drożdże piwne
Glukozamina
Analiza Składu

Białko surowe 7.30%
Tłuszcz surowy 7.00%
Włókno surowe 0.20%
Popiół surowy 2.20%
Wilgotność 74.50%
Wapń 0.23%
Fosfor 0.11%
Sód 0.16%
Potas 0.20%
Kwasy tłuszczowe Omega-3 0.15%
Kwasy tłuszczowe Omega-6 1.00%
EPA 0.05%
DHA 0.06%
Substancja alkalizująca pH moczu cytrynian potasu 2500mg,
Substancja zakwaszająca pH moczu siarczan wapnia dwuwodny 500mg
Dodatki Na 1kg

Witamina A (3a672b) 4300JM
Witamina D3 (E671) 170JM
Witamina E (3a700) 160mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 37.3mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 18.7mg
Żelazo [glicynowy chelat żelaza (II) hydrat] (3b108) 3.3mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 3.1mg
Jod (bezwodny jodan wapnia) (3b202) 0.46mg
Tauryna (3a370) 1250mg
Cytrynian potasu 2500mg
Dawkowanie

Cat weight (kg)	2	2,5	3	3,5	4	4,5	5	5,5	6	6,5
RDA (g)	130	150	170	190	210	225	245	260	275	290",
zooart-22687-0,8606014102871,"Farmina Vet Life Feline Struvite 85g Skład

Filet z kurczaka
Batat
Hydrolizowane białko rybne
Ryba (sardynka, tuńczyk)
Wątroba z kurczaka
Płynne żółtko jaj
Olej z ryb
Tłuszcz z kurczaka
Nasiona komosy ryżowej ekstrahowane
Chlorek potasu
Chlorek sodu
Siarczan wapnia dwuwodny
Włókno grochu
Fruktooligosacharydy
Ekstrakt z drożdży (źródło mannooligosacharydów)
Suszone drożdże piwne
Analiza Składu

Białko surowe 10.20%
Tłuszcz surowy 5.70%
Włókno surowe 0.30%
Popiół surowy 2.40%
Wilgotność 75.00%
Wapń 0.19%
Fosfor 0.17%
Sód 0.30%
Potas 0.20%
Magnez 0.019%
Chlorki 0.35%
Siarka 0.20%
Tauryna 0.15%
Substancja zakwaszająca pH moczu siarczan wapnia, dwuwodny (4.5g/kg)
Dodatki Na 1kg

Witamina A (3a672b) 4300JM
Witamina D3 (E671) 170JM
Witamina E (3a700) 160mg
Cynk (chelat cynku z hydroksyanalogiem metioniny) (3b6.10) 37.3mg
Mangan (chelat manganu z hydroksyanalogiem metioniny) (3b5.10) 18.7mg
Żelazo [glicynowy chelat żelaza (II) hydrat] (3b108) 3.3mg
Miedź (chelat miedzi z hydroksyanalogiem metioniny) (3b4.10) 3.1mg
Jod (bezwodny jodan wapnia) (3b202) 0.46mg
Tauryna (3a370) 1250mg
DL-metionina, czysta technicznie (3c301) 2000mg
Regulatory kwasowości pH moczu siarczan wapnia dwuwodny 4500mg
Dawkowanie

Cat weight (kg)	2	2,5	3	3,5	4	4,5	5	5,5	6	6,5
RDA (g)	140	160	185	205	220	240	260	280	290	310",
zooart-36906-0,8606014102949,"Farmina N&D Ocean Canine Puppy Cod&Pumpkin 285g Skład

Filet z dorsza (60%)
Śledzie
Filet z łososia
Słodki ziemniak
Dynia (5%)
Olej rybi
Krewetki
Fruktooligosachardy
Chlorek choliny
Siarczan chondroityny
Glukozamina
Witaminy
Minerały
Analiza Składu

Wilgotność 75,00%
Białko surowe 12,50%
Oleje i tłuszcze surowe 6,20%
Włókno surowe 0,50%
Wopiół surowy 4,00%
Dodatki Na 1kg

Witamina A (E672) 4000 j.m.
Witamina D3 (E671) 400 j.m.
Witamina E (E306) 130 mg
Chelat cynku z hydroksyanalogiem metioniny (E6) 200 mg
Chelat manganu z hydroksyanalogiem metioniny (E5) 40 mg
Chelat żelaza z hydroksyanalogiem metioniny (E1) 70 mg
Chelat miedzi z hydroksyanalogiem metioniny (E4) 16 mg
Drożdże inaktywowane wzbogacone selenem 1,10 mg
DL-metionina 1000 mg
Tauryna 500 mg
L-karnityna 50 mg
Dawkowanie

Puppy weight (kg)	2	5	7	10	12	15	20	25	30	40
Rda (g)	365	725	935	1175	1220	1275	1580	1870	2145	2660",
zooart-13882-0,8595237009787,"Fitmin For Life Puppy 3kg Skład

Mięso (świeże mięso /drobiowe, wieprzowe, wołowe/ 25%, suszone mięso drobiowe 28%, hydrolizowana wątróbka drobiowa 3,5%)
Tłuszcz drobiowy (11,6%)
Ryż
Mąka pszenna
Kukurydza
Otręby pszenne
Pszenica
Drożdże piwne (2,5%)
Wysłodki buraczane suszone (z buraków cukrowych)
Zarodki pszenicy
Miazga jabłkowa suszona
Olej z łososia (0,4%)
Korzenie cykorii (0,1%)
Juka
Analiza Składu

Białko surowe (30%)
Oleje i tłuszcze surowe (18%)
Włókno surowe (3%)
Popiół surowy (8,5%)
Wapń (1,6%)
Fosfor (1,1%)
Dodatki

Miedź 19 mg (uzupełnione - pięciowodny siarczan miedzi)
Cynk 155 mg (uzupełnione - tlenek cynku)
Mangan 41 mg (uzupełnione - tlenek manganu)
Żelazo 87 mg (uzupełnione - węglan żelaza)
Jod 1,7 mg (uzupełnione - jodan wapnia)
Kobalt 0,3 mg (uzupełnione - siarczan kobaltu)
Selen 0,4 mg (uzupełnione - selenin sodu)
Wit. A (20000 j.m.)
Wit. D3 (1800 j.m.)
Wit. E w postaci RRR-alfatokoferolu (140 mg)
Kwas nikotynowy (75 mg)
Wit. B1 (6,5 mg)
Wit. B2 (12 mg)
Wit. B6 (6 mg)
Wit. B12 (27 µg)
Wit. C (170 mg)
Pantotenian wapnia (18 mg)
Kwas foliowy (1,1 mg)
Biotyna (0,6 mg)
Chlorek choliny (2300 mg)
Przeciwutleniacze
Konserwanty
Dawkowanie

waga dorosłego psa	wiek psa (miesiące)
2	3	4	6	8	10	12	suka w trzecim trymestrze ciąży	karmiąca suka
10kg	130g	170g	195g	200g	195g	185g	adult	238g	425g
15kg	155g	200g	225g	250g	240g	235g	230g	303g	545g
20kg	190g	245g	285g	310g	300g	295g	285g	370g	665g
25kg	215g	290g	330g	370g	360g	350g	345g	435g	785g
30kg	230g	310g	365g	420g	410g	400g	390g	502g	905g
35kg	255g	335g	410g	470g	465g	450g	445g	561g	1010g
40kg	285g	370g	430g	junior	junior	junior	junior	690g	1240g
50kg	345g	465g	540g	junior	junior	junior	junior	820g	1475g
60kg	375g	520g	605g	junior	junior	junior	junior	935g	1685g
70kg	410g	570g	670g	junior	junior	junior	junior	1035g	1865g
80kg	430g	615g	725g	junior	junior	junior	junior	1140g	2050g",
zooart-17259-0,8595237013517,"Fitmin For Life Junior Large Breeds 3kg Skład

Mięso (świeże mięso /drobiowe, wieprzowe, wołowe/ - 22,5%, suszone mięso drobiowe 23%, hydrolizowana wątróbka wieprzowa 3,5%)
Ryż
Pszenica
Tłuszcz drobiowy (10,7 %)
Kukurydza
Otręby pszenne
Wysłodki buraczane suszone (z buraków cukrowych)
Hydrolizat białka drobiowe
Drożdże piwne
Zarodki pszenicy
Miazga jabłkowa suszona
Olej z łososia (0,4 %)
Glukozamina (0,15 %)
Siarczan chondroityny (0,08 %)
Korzenie cykorii (0,05 %)
Analiza Składu

Białko surowe (28%)
Oleje i tłuszcze surowe (16%)
Włókno surowe (3%)
Popiół surowy (7,7%)
Wapń (1,5%)
Fosfor (1%)
Dodatki

Miedź 18 mg (uzupełnione - pięciowodny siarczan miedzi)
Cynk 157 mg (uzupełnione - tlenek cynku)
Mangan 38 mg (uzupełnione - tlenek manganu)
Jod 1,7 mg (uzupełnione - jodan wapnia)
Selen 0,3 mg (uzupełnione - selenin sodu)
Wit. A (21000 j.m.)
Wit. D3 (1800 j.m.)
Wit. E w postaci RRR-alfatokoferolu (140 mg)
Niacinamide (78 mg), wit. B1 (6 mg)
Wit. B2 (11 mg), wit. B6 (6 mg)
Wit. B12 (26 µg), wit. C (170 mg)
Pantotenian wapnia (16 mg)
Kwas foliowy (1 mg)
Biotyna (0,7 mg)
Chlorek choliny (2000 mg)
Przeciwutleniacze
Konserwanty
Dawkowanie

waga dorosłego psa	wiek psa (miesiące)
5	7	9	12	15	18
40kg	puppy	570g	560g	535g	adult large	adult large
45kg	puppy	615g	595g	580g	adult large	adult large
50kg	650g	665	640g	625g	615g	adult large
55kg	690g	705g	685g	660g	655g	adult large
60kg	740g	760g	740g	715g	705g	700g",
zooart-17673-0,8595237013456,"Fitmin Purity Castrate 10kg Skład

Mięso (27,5% świeże mięso drobiowe, 30,5% suszone mięso drobiowe, 6% suszone mięso z indyka, wątroba wieprzowa 4%)
Ziemniaki farmerskie
Zielony groszek
Pulpa buraczana
Tłuszcz drobiowy
Lucerna 2,5%
Jabłka
Jaja kurze
Drożdże piwne
Inaktywowane drożdże Saccharomyces cerevisiae
Siemię lniane
Czarna porzeczka 1%
Kompleks ziół (liście pokrzywy, liście mniszka lekarskiego 0,25%, kwiaty rumianku, liście melisy, kwiaty lipy drobnolistnej)
Olej tłoczony na zimno łosoś norweski
Korzeń cykorii
Ostropest 0,1%
Słodkowodne algi Chlorella
Juka shidigera
Kompleks naturalnych przeciwutleniaczy dla odnowy komórek
Analiza Składu

Białko surowe (35%)
Oleje i tłuszcze surowe (12%)
Włókno surowe (3,5%)
Popiół surowy (7,4%)
Wapń (1,1%)
Fosfor (0,83%)
Sód (0,33%)
Dodatki Na 1 kg

Żelazo 214 mg (w postaci uwodnionego chelatu aminokwasowego żelaza)
Miedź 22 mg (w postaci uwodnionego chelatu aminokwasowego miedzi)
Mangan 47 mg (w postaci uwodnionego chelatu aminokwasowego manganu)
Cynk 155 mg (w postaci uwodnionego chelatu aminokwasowego cynku)
Selen 0,4 mg (selen organiczny wytwarzany przez szczep Saccharomyces cerevisae CNCM I-3060)
Jod 2,6 mg (jod w postaci bezwodnego jodanu wapnia)
Witamina A (22000 j.m.)
Witamina D3 (1260 j.m.)
Witamina E (RRR-alfa-tokoferol) 265 mg
Witamina B1 13,5 mg
Witamina B2 28 mg
Witamina B6 15 mg
Witamina B12 100 µg
Witamina C (220 mg)
Niacynamid (126 mg)
Pantotenian wapnia (44 mg)
Kwas foliowy (4,7 mg)
Biotyna (1,2 mg)
Chlorek choliny (2 650 mg)
Tauryna (1320 mg)
L-karnityna (100 mg)
Aminokwasy
DL-metionina (7 058 mg)
Przeciwutleniacze
Konserwanty
Dawkowanie

waga kota	dawka dzienna
2-3kg	45-65g
3-5kg	60-85g
5-7kg	80-105g
7-10kg	100-125g",
zooart-17675-0,8595237013449,"Fitmin Purity Kitten 10kg Skład

Mięso (24% suszone mięso drobiowe, 20% świeże mięso drobiowe, 19% świeże mięso wieprzowe, 8% suszone mięso z kaczki, 5,6% suszone mięso z ryb - dorsz, sardynka, 1,7% suszone mięso wieprzowe i wołowe)
Ziemniaki farmerskie
Tłuszcz drobiowy
Zielony groszek
Pulpa buraczana
Jabłka
Inaktywowane drożdże Saccharomyces cerevisiae
Drożdże browarniane
Serwatka
Siemię lniane
Tłoczony na zimno olej z łososia norweskiego
Kompleks ziół (liście pokrzywy, liście mniszka lekarskiego, kwiaty rumianku 0,17%, liście melisy, kwiaty lipy drobnolistnej)
Substancje mineralne
Korzeń cykorii
Jagody goji 0,2%
Korzeń imbiru 0,1%
Juka shidigera
Analiza Składu

Białko surowe (38%)
Oleje i tłuszcze surowe (22%)
Włókno surowe (2%)
Popiół surowy (7%)
Wapń (1,2%)
Fosfor (0,9%)
Sód (0,4%)
Dodatki Na 1 kg

Żelazo 205 mg (w postaci uwodnionego chelatu aminokwasowego żelaza)
Miedź 21 mg (w postaci uwodnionego chelatu aminokwasowego miedzi)
Mangan 43 mg (w postaci uwodnionego chelatu aminokwasowego manganu)
Cynk 154 mg (w postaci uwodnionego chelatu aminokwasowego cynku)
Selen 0,5 mg (selen organiczny wytwarzany przez szczep Saccharomyces cerevisiae CNCM I-3060)
Jod 2,7 mg (jod w postaci bezwodnego jodanu wapnia)
Witamina A (21100 j.m.)
Witamina D3 (1600 j.m.)
Witamina E (RRR-alfa-tokoferol) 260 mg
Witamina B1 13,5 mg
Witamina B2 30 mg
Witamina B6 15,5 mg
Witamina B12 128 µg
Witamina C (225 mg)
Niacynamid (130 mg)
Pantotenian wapnia (46 mg)
Kwas foliowy (5 mg)
Biotyna (1,1 mg)
Chlorek choliny (2 530 mg)
Tauryna (1320 mg)
Wyciąg z rozmarynu (100 mg)
Aminokwasy
DL-metionina (7 845 mg)
Przeciwutleniacze
Konserwanty
Dawkowanie

waga kota	dawka dzienna
2 miesiące	20-35g
4 miesiące	30-55g
6 miesięcy	50-70g
9 miesięcy	60-80g
12 miesięcy	70-85g",
zooart-17677-0,8595237013487,"Fitmin Purity Dental 10kg Skład

Mięso (25% świeże mięso z jagnięciny, 21% suszone mięso drobiowe, 8% suszone mięso z jagnięciny, 4% wątroba wieprzowa, 3% suszone mięso z ryb - dorsz, konger i sardynka)
Ziemniaki farmerskie
Tłuszcz drobiowy
Zielony groszek
Pulpa buraczana
Jabłka
Jaja kurze
Drożdże piwne
Inaktywowane drożdże Saccharomyces cerevisiae
Siemię lniane
Tłoczony na zimno olej z łososia norweskiego
Kompleks ziół (liście pokrzywy 0,25%, liście mniszka lekarskiego, kwiaty rumianku,liście melisy, kwiaty lipy drobnolistnej)
Substancje mineralne
Korzeń cykorii
Korzeń imbiru 0,1%
Juka shidigera
Analiza Składu

Białko surowe (33,5%)
Oleje i tłuszcze surowe (20%)
Włókno surowe (2,5%)
Popiół surowy (7,3%)
Wapń (1,25%)
Fosfor (0,95%)
Sód (0,4%)
Dodatki Na 1 kg

Żelazo w postaci uwodnionego chelatu aminokwasowego żelaza (178 mg)
Miedź w postaci uwodnionego chelatu aminokwasowego miedzi (20 mg)
Mangan w postaci uwodnionego chelatu aminokwasowego manganu (43 mg)
Cynk w postaci uwodnionego chelatu aminokwasowego cynku (141 mg)
Selen organiczny wytwarzany przez szczep Saccharomyces cerevisiae CNCM I-3060 (0,5 mg)
Jod w postaci bezwodnego jodanu wapnia (2,7 mg)
Witamina A (21000 j.m.)
Witamina D3 (1260 j.m.)
Witamina E w postaci RRR-alfatokoferolu (250 mg)
Witamina B1 (13,5 mg)
Witamina B2 (27 mg)
Witamina B6 (15 mg)
Witamina B12 (113 µg)
Witamina C (220 mg)
Niacynamid (133 mg)
Pantotenian wapnia (45 mg)
Kwas foliowy (4,5 mg)
Biotyna (1,1 mg)
Chlorek choliny (2 370 mg)
Tauryna (1320 mg)
Aminokwasy
DL-metionina (6 780 mg)
Przeciwutleniacze
Konserwanty
Dawkowanie

waga kota	dawka dzienna
2-3kg	30-50g
3-5kg	45-70g
5-7kg	65-90g
7-10kg	85-110g",
